143,Gloves of the Troll King,0,0,0,0,0,0
144,Gloves of the Depths,0,0,0,0,0,0
145,Gloves of Camelot,0,0,0,0,0,0
146,Gloves of the Dragonslayer,0,0,0,0,0,0
147,Gloves of Daybreak,0,0,0,0,0,0
148,Gloves of Nightshade,0,0,0,0,0,0
149,Gloves of Dawnpedal,0,0,0,0,0,0
150,Gloves of Duskblossom,0,0,0,0,0,0
151,Relenting Dragonscale Gloves,0,0,0,0,0,0
152,Unbreakable Dragonscale Gloves,0,0,0,0,0,0
153,Gloves of Atlantis,0,0,0,0,0,0
154,Abyssal Gloves,0,0,0,0,0,0
155,Frosted Gloves,0,0,0,0,0,0
156,Gloves of Hades,0,0,0,0,0,0
157,Relenting Phantomscale Gloves,0,0,0,0,0,0
158,Unbreakable Phantomscale Gloves,0,0,0,0,0,0
159,Gloves of the Grave,0,0,0,0,0,0
160,Skeleton Gloves,0,0,0,0,0,0
161,Ghostly Gloves,0,0,0,0,0,0
162,Volcanic Gloves,0,0,0,0,0,0
163,Gloves of Corruption,0,0,0,0,0,0
164,Gloves of the Ice Queen,0,0,0,0,0,0
165,Gloves of the Fire Queen,0,0,0,0,0,0
166,Emperor's Gloves,0,0,0,0,0,0
167,Gloves of the High King,0,0,0,0,0,0
168,Majestic Gloves,0,0,0,0,0,0
169,Mysterious Gloves,0,0,0,0,0,0
170,Unbreakable Cosmic Gloves,0,0,0,0,0,0
171,Immortal Cosmic Gloves,0,0,0,0,0,0
172,Gloves of the Galaxies,0,0,0,0,0,0
173,Gloves of Infinity,0,0,0,0,0,0
174,Gloves of the Cosmos,0,0,0,0,0,0
200,null,0,0,0,0,0,0
201,Boots of Newcoming,0,0,0,0,0,0
202,Worned-out Ragged Boot,0,0,0,0,0,0
203,Worned-out Cotton Boots,0,0,0,0,0,0
204,Tattered Cotton Boots,0,0,0,0,0,0
205,Basic Cotton Boots,0,0,0,0,0,0
206,Worned-out Leather Boots,0,0,0,0,0,0
207,Tattered Leather Boots,0,0,0,0,0,0
208,Basic Leather Boots,0,0,0,0,0,0
209,Stolen Boots,0,0,0,0,0,0
210,Boots of the Fool,0,0,0,0,0,0
211,Soleless Boots,0,0,0,0,0,0
212,Trader's Boots,0,0,0,0,0,0
213,Fighter's Boots,0,0,0,0,0,0
214,Agile Boots,0,0,0,0,0,0
215,Tattered Fur Boots,0,0,0,0,0,0
216,Basic Fur Boots,0,0,0,0,0,0
217,Woven Fur Boots,0,0,0,0,0,0
218,Well-Woven Fur Boots,0,0,0,0,0,0
219,Tattered Snakeskin Boots,0,0,0,0,0,0
220,Basic Snakeskin Boots,0,0,0,0,0,0
221,Woven Snakeskin Boots,0,0,0,0,0,0
222,Well-Woven Snakeskin Boots,0,0,0,0,0,0
223,Wizard's Boots,0,0,0,0,0,0
224,Guardain Boots,0,0,0,0,0,0
225,Woven Sharkskin Boots,0,0,0,0,0,0
226,Well-Woven Sharkskin Boots,0,0,0,0,0,0
227,Relenting Sharkskin Boots,0,0,0,0,0,0
228,Mountain Boots,0,0,0,0,0,0
229,Weightless Boots,0,0,0,0,0,0
230,Boots of Swiftness,0,0,0,0,0,0
231,Woven Lionskin Boots,0,0,0,0,0,0
232,Well-Woven Lionskin Boots,0,0,0,0,0,0
233,Relenting Lionskin Boots,0,0,0,0,0,0
234,Boots of the Exiled,0,0,0,0,0,0
235,Relenting Dragonscale Boots,0,0,0,0,0,0
236,Unbreakable Dragonscale Boots,0,0,0,0,0,0
237,Boots of Atlantis,0,0,0,0,0,0
238,Rainbow Boots,0,0,0,0,0,0
239,The Dark Boots,0,0,0,0,0,0
240,Chronoboots,0,0,0,0,0,0
241,Relenting Phantomscale Boots,0,0,0,0,0,0
242,Unbreakable Phantomscale Boots,0,0,0,0,0,0
243,Odin's Boots,0,0,0,0,0,0
244,Winged Boots,0,0,0,0,0,0
245,Unbreakable Cosmic Boots,0,0,0,0,0,0
246,Immortal Cosmic Boots,0,0,0,0,0,0
401,Broken Talisman,0,0,0,0,0,0
402,Cracked Talisman,0,0,0,0,0,0
403,Oakbark Talisman,0,0,0,0,0,0
404,Dusty Talisman,0,0,0,0,0,0
405,Dispelled Talisman,0,0,0,0,0,0
406,Stone Talisman,0,0,0,0,0,0
407,Clay Talisman,0,0,0,0,0,0
408,The Fool's Talisman,0,0,0,0,0,0
409,Talisman of the Smith,0,0,0,0,0,0
410,Maplebark Talisman,0,0,0,0,0,0
411,Maplebark Emerald Talisman,0,0,0,0,0,0
412,Priestess's Talisman,0,0,0,0,0,0
413,x,0,0,0,0,0,0
414,Talisman of Nature,0,0,0,0,0,0
415,Talisman of the Thief,0,0,0,0,0,0
416,x,0,0,0,0,0,0
417,x,0,0,0,0,0,0
418,Pinebark Talisman,0,0,0,0,0,0
419,Pinebark Emerald Talisman,0,0,0,0,0,0
420,The Wicked Talisman,0,0,0,0,0,0
421,x,0,0,0,0,0,0
422,The Seer's Talisman,0,0,0,0,0,0
423,Fairy's Talisman,0,0,0,0,0,0
424,Unholy Talisman,0,0,0,0,0,0
425,Ebonbark Talisman,0,0,0,0,0,0
426,Ebonbark Emerald Talisman,0,0,0,0,0,0
427,Ebonbark Sapphire Talisman,0,0,0,0,0,0
428,x,0,0,0,0,0,0
429,Enchanted Talisman,0,0,0,0,0,0
430,The Alchemist's Talisman,0,0,0,0,0,0
431,Talisman of the Mountain,0,0,0,0,0,0
432,Quartz Talisman,0,0,0,0,0,0
433,Quartz Emerald Talisman,0,0,0,0,0,0
434,Quartz Sapphire Talisman,0,0,0,0,0,0
435,x,0,0,0,0,0,0
436,x,0,0,0,0,0,0
437,x,0,0,0,0,0,0
438,Talisman of Desires,0,0,0,0,0,0
439,Talisman of Greed,0,0,0,0,0,0
440,Talisman of Envy,0,0,0,0,0,0
441,Talisman of Zeal,0,0,0,0,0,0
442,The Troll's Talisman,0,0,0,0,0,0
443,x,0,0,0,0,0,0
444,x,0,0,0,0,0,0
445,Sagebark Talisman,0,0,0,0,0,0
446,Sagebark Emerald Talisman,0,0,0,0,0,0
447,Sagebark Sapphire Talisman,0,0,0,0,0,0
448,Sagebark Ruby Talisman,0,0,0,0,0,0
449,Magmanite Talisman,0,0,0,0,0,0
450,Magmanite Emerald Talisman,0,0,0,0,0,0
451,Magmanite Sapphire Talisman,0,0,0,0,0,0
452,Magmanite Ruby Talisman,0,0,0,0,0,0
453,Talisman of Blood,0,0,0,0,0,0
454,x,0,0,0,0,0,0
455,x,0,0,0,0,0,0
456,The Timekeeper's Talisman,0,0,0,0,0,0
457,x,0,0,0,0,0,0
458,Talisman of the Seas,0,0,0,0,0,0
459,Abyssal Talisman,0,0,0,0,0,0
460,Elderbark Talisman,0,0,0,0,0,0
461,Elderbark Emerald Talisman,0,0,0,0,0,0
462,Elderbark Sapphire Talisman,0,0,0,0,0,0
463,Elderbark Ruby Talisman,0,0,0,0,0,0
464,Elderbark Starfoil Talisman,0,0,0,0,0,0
